web-scraper-order;web-scraper-start-url;link;link-href;brand;product_name;category;price;rating;number_of_reviews;number_of_recommendations;repurchase_yes;repurchase_no;repurchase_maybe
1639404548-2293;https://www.sociolla.com/178-moisturizer?page=6;;https://www.sociolla.com/face-gel/11038-mediheal-aloe-vera-hydrogel-92;Mediheal;Mediheal Aloe Vera Hydrogel (92%);Mediheal Aloe Vera Hydrogel (92%);Rp 69.000Rp 48.300;04.05;(1,5k);1387;Yes (926);No (157);Maybe (437)
1639401810-1908;https://www.sociolla.com/178-moisturizer?page=31;;https://www.sociolla.com/face-gel/60246-watermelon-soothing-gel;PRETTY SKIN;WATERMELON SOOTHING GEL;WATERMELON SOOTHING GEL;Rp 77.000Rp 73.150;null;null;null;null;null;null
1639404283-2253;https://www.sociolla.com/178-moisturizer?page=8;;https://www.sociolla.com/face-cream-lotion/25454-deep-sea-pure-water-cream;Purito;Deep Sea Pure Water Cream;Deep Sea Pure Water Cream;Rp 412.500Rp 268.125;04.05;-8;8;Yes (4);No (2);Maybe (2)
1639404970-2357;https://www.sociolla.com/178-moisturizer?page=2;;https://www.sociolla.com/face-mist/28523-watermelon-hydro-glow-gel-mist;Ariul;Watermelon Hydro Glow Gel Mist;Watermelon Hydro Glow Gel Mist;Rp 149.000Rp 126.650;04.06;-228;209;Yes (160);No (15);Maybe (53)
1639403481-2137;https://www.sociolla.com/178-moisturizer?page=16;;https://www.sociolla.com/face-gel/61578-moisture-drop-mooncream;Runa Beauty;Moisture Drop Mooncream;Moisture Drop Mooncream;Rp149.000;null;null;null;null;null;null
1639402979-2066;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/13780-green-grape-pore-cream;Frudia;Green Grape Pore Cream;Green Grape Pore Cream;Rp380.000;04.03;-7;7;Yes (4);No (0);Maybe (3)
1639403275-2107;https://www.sociolla.com/178-moisturizer?page=17;;https://www.sociolla.com/face-cream-lotion/13802-pomegranate-nutri-moisturizing-cream;null;;null;null;null;null;null;null;null;null
1639404940-2352;https://www.sociolla.com/178-moisturizer?page=2;;https://www.sociolla.com/face-cream-lotion/28530-watermelon-hydro-glow-cream;Ariul;Watermelon Hydro Glow Cream;Watermelon Hydro Glow Cream;Rp 149.000Rp 126.650;04.06;-532;497;Yes (375);No (37);Maybe (120)
1639402017-1937;https://www.sociolla.com/178-moisturizer?page=29;;https://www.sociolla.com/face-cream-lotion/17105-cellus-mild-moisture-cream;Lagom;Cellus Mild Moisture Cream;Cellus Mild Moisture Cream;Rp 510.000Rp 306.000;null;null;null;Yes (3);No (0);Maybe (4)
1639405010-2363;https://www.sociolla.com/178-moisturizer?page=1;;https://www.sociolla.com/face-cream-lotion/16545-blue-moon-moisturizer;Haple;Blue Moon Moisturizer;Blue Moon Moisturizer;Rp 99.000Rp 79.200;04.04;-653;547;Yes (351);No (101);Maybe (201)
1639401126-1807;https://www.sociolla.com/178-moisturizer?page=38;;https://www.sociolla.com/face-mist/16166-hydrating-mist;Raiku;Hydrating Mist;Hydrating Mist;Rp 108.000Rp 86.400;04.05;-243;234;Yes (154);No (6);Maybe (83)
1639403746-2174;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-cream-lotion/27569-lotion;Momopuri;Face Lotion;Face Lotion;Rp 189.000Rp 141.750;04.07;-31;28;Yes (22);No (1);Maybe (8)
1639402315-1978;https://www.sociolla.com/178-moisturizer?page=25;;https://www.sociolla.com/face-cream-lotion/28024-white-radiance-night-restoring-cream;Olay;White Radiance Night Restoring Cream;White Radiance Night Restoring Cream;Rp 149.900Rp 112.425;04.04;-7;7;Yes (4);No (1);Maybe (2)
1639402222-1966;https://www.sociolla.com/178-moisturizer?page=27;;https://www.sociolla.com/face-cream-lotion/13549-white-lucent-brightening-gel-cream;Shiseido;White Lucent Brightening Gel Cream;White Lucent Brightening Gel Cream;Rp1.150.000;03.08;-1;1;Yes (1);No (0);Maybe (0)
1639402819-2044;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-cream-lotion/28387-aqua-reotier-thrist-quench-cream;L'Occitane;Aqua Reotier Thrist Quench Cream;Skincare;Rp575.000;null;null;null;null;null;null
1639401322-1843;https://www.sociolla.com/178-moisturizer?page=36;;https://www.sociolla.com/face-cream-lotion/13774-citrus-brightening-cream;Frudia;Citrus Brightening Cream;Citrus Brightening Cream;Rp380.000;04.01;-13;10;Yes (4);No (3);Maybe (6)
1639403753-2175;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-gel/7465-hydrabio-gel-creme-40-ml;Bioderma;Hydrabio Gel-Creme 40 ml;Hydrabio Gel-Creme 40 ml;Rp 297.000Rp 237.600;04.04;-126;119;Yes (87);No (12);Maybe (27)
1639401043-1793;https://www.sociolla.com/178-moisturizer?page=39;;https://www.sociolla.com/face-cream-lotion/11020-supreme-refining-lotion-i-;KOSE;Sekkisei Supreme Refining Lotion I;Sekkisei Supreme Refining Lotion I;Rp 609.000 - Rp 889.000;05.00;-2;2;Yes (1);No (0);Maybe (1)
1639403199-2096;https://www.sociolla.com/178-moisturizer?page=18;;https://www.sociolla.com/face-cream-lotion/27435-have-a-good-cream-snail-and-centella;Jumiso;Have a Good Cream Snail & Centella;Have a Good Cream Snail & Centella;Rp 340.000Rp 204.000;04.05;-121;115;Yes (72);No (9);Maybe (40)
1639403819-2184;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-cream-lotion/60939-24-hour-hydro-surge-moisturizer;Rose All Day;24-Hour Hydro Surge Moisturizer;24-Hour Hydro Surge Moisturizer;Rp 175.000Rp 122.500;04.06;-6;1;Yes (4);No (0);Maybe (2)
1639404991-2360;https://www.sociolla.com/178-moisturizer?page=1;;https://www.sociolla.com/face-cream-lotion/56385-skin-barrier-water-cream;Dear Me Beauty;Skin Barrier Water Cream;Skin Barrier Water Cream;Rp129.000;04.07;(2k);1511;Yes (1,5k);No (83);Maybe (383)
1639403627-2157;https://www.sociolla.com/178-moisturizer?page=14;;https://www.sociolla.com/face-oil/52446-bakuchiol-almond-anti-aging;Bloomka;Bakuchiol + Almond Anti Aging;Bakuchiol + Almond Anti Aging;Rp 92.000Rp 64.400;04.04;-29;23;Yes (21);No (4);Maybe (4)
1639402852-2048;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-gel/50113-gel-duong-am-sang-da-jeju-cherry-blossom-jelly-cream;Innisfree;Cherry Blossom Jelly Cream 50ml (21);Cherry Blossom Jelly Cream 50ml (21);Rp330.000;04.04;-13;12;Yes (9);No (0);Maybe (4)
1639403931-2200;https://www.sociolla.com/178-moisturizer?page=12;;https://www.sociolla.com/skincare/15298-peony-bright-toning-up-cream;AHC;Peony Bright Toning Up Cream;Peony Bright Toning Up Cream;Rp 600.000Rp 450.000;04.05;-157;151;Yes (106);No (8);Maybe (43)
1639403812-2183;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-mist/13630-new-bio-water-energizing-water;Bio-essence;New Bio Water Energizing Water;New Bio Water Energizing Water;Rp 133.500 - Rp 264.500Rp 101.460 - Rp 211.600;04.06;-195;192;Yes (129);No (5);Maybe (61)
1639404042-2217;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-oil/24687-argan-oil-100-organic-cold-pressed;Everpure;Argan Oil -  Cold-Pressed;Argan Oil -  Cold-Pressed;Rp 99.000Rp 89.100;04.05;-17;14;Yes (14);No (2);Maybe (1)
1639402216-1965;https://www.sociolla.com/178-moisturizer?page=27;;https://www.sociolla.com/face-cream-lotion/16806-near-skin-madecanol-cream;Missha;Near Skin Madecanol Cream;Near Skin Madecanol Cream;Rp 573.850Rp 200.848;04.03;-8;5;Yes (4);No (2);Maybe (2)
1639403760-2176;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-cream-lotion/10986-sekkisei-lotion;KOSE;Sekkisei Lotion;Sekkisei Lotion;Rp 739.000 - Rp 1.079.000;04.07;-60;57;Yes (46);No (3);Maybe (11)
1639404542-2292;https://www.sociolla.com/178-moisturizer?page=6;;https://www.sociolla.com/face-cream-lotion/11708-essenherb-bulgarian-rose-cream;essenHerb;EssenHerb Bulgarian Rose Cream;EssenHerb Bulgarian Rose Cream;Rp 289.000Rp 202.300;04.04;-49;45;Yes (19);No (4);Maybe (26)
1639402235-1968;https://www.sociolla.com/178-moisturizer?page=27;;https://www.sociolla.com/face-gel/49843-antioxidant-soothing-gel;Raiku;Antioxidant Soothing Gel;Antioxidant Soothing Gel;Rp 118.000Rp 94.400;04.05;-1;0;Yes (1);No (0);Maybe (0)
1639403514-2141;https://www.sociolla.com/178-moisturizer?page=15;;https://www.sociolla.com/face-cream-lotion/28105-ac-collection-lightweight-soothing-moisturizer;COSRX;AC Collection Lightweight Soothing Moisturizer;AC Collection Lightweight Soothing Moisturizer;Rp 315.000Rp 252.000;04.06;-282;271;Yes (190);No (13);Maybe (79)
1639401294-1838;https://www.sociolla.com/178-moisturizer?page=36;;https://www.sociolla.com/face-cream-lotion/11018-supreme-moisturizer-i-;KOSE;Sekkisei Supreme Moisturizer I;Sekkisei Supreme Moisturizer I;Rp889.000;04.09;-3;3;Yes (3);No (0);Maybe (0)
1639401497-1868;https://www.sociolla.com/178-moisturizer?page=33;;https://www.sociolla.com/face-gel/59814-crystal-fresh-hydrating-gel-cream;Loreal Paris;Crystal Gel L'Oreal Paris Revitalift Crystal Gel Cream;Crystal Gel L'Oreal Paris Revitalift Crystal Gel Cream;Rp 185.000Rp 160.950;04.08;(1,7k);1413;Yes (1,6k);No (8);Maybe (143)
1639401433-1859;https://www.sociolla.com/178-moisturizer?page=34;;https://www.sociolla.com/face-cream-lotion/59519-rich-skin-barrier-cream;Studio Tropik;Rich Skin Barrier Cream;Rich Skin Barrier Cream;Rp 218.900Rp 199.199;null;null;null;null;null;null
1639401980-1932;https://www.sociolla.com/178-moisturizer?page=29;;https://www.sociolla.com/face-cream-lotion/60798-uv-glow-watermelon-day-cream;Omniskin;UV Glow Watermelon Day Cream;UV Glow Watermelon Day Cream;Rp89.000;null;null;null;null;null;null
1639402579-2013;https://www.sociolla.com/178-moisturizer?page=23;;https://www.sociolla.com/face-cream-lotion/56245-expert-solutions-milk-drop-serum;Safi;Expert Solutions Milk Drop Serum;Expert Solutions Milk Drop Serum;Rp 266.000Rp 218.120;05.00;-1;0;Yes (0);No (1);Maybe (0)
1639403767-2177;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-cream-lotion/15399-pure-source-pocket-pack;Missha;Pure Source Pocket Pack;Pure Source Pocket Pack;Rp 39.900Rp 15.162;04.06;-658;606;Yes (345);No (51);Maybe (262)
1639402538-2008;https://www.sociolla.com/178-moisturizer?page=24;;https://www.sociolla.com/face-oil/61907-naturals-acne-treatment-oil-pure-100-tea-tree-oil;Safi;Naturals Acne Treatment Oil Pure 100% Tea Tree Oil;Naturals Acne Treatment Oil Pure 100% Tea Tree Oil;Rp 110.000Rp 86.900;null;null;null;null;null;null
1639405004-2362;https://www.sociolla.com/178-moisturizer?page=1;;https://www.sociolla.com/face-oil/55171-luxurious-face-oil;Bio Beauty Lab;Luxurious Face Oil;Luxurious Face Oil;Rp 120.000 - Rp 320.000Rp 120.000 - Rp 304.000;04.06;(1,1k);912;Yes (883);No (31);Maybe (141)
1639401817-1909;https://www.sociolla.com/178-moisturizer?page=31;;https://www.sociolla.com/face-cream-lotion/58920-revitalizing-multiple-effect-anti-aging-creme;O'Sweet Singapore;Revitalizing Multiple-Effect Anti-Aging Creme;Revitalizing Multiple-Effect Anti-Aging Creme;Rp819.999;05.00;-1;1;Yes (1);No (0);Maybe (0)
1639402558-2010;https://www.sociolla.com/178-moisturizer?page=23;;https://www.sociolla.com/face-cream-lotion/13613-make-up-sun-cream-tone-up;Holika Holika;Make Up Sun Cream Tone Up;Make Up Sun Cream Tone Up;Rp 248.000Rp 173.600;04.03;-5;3;Yes (3);No (1);Maybe (1)
1639402739-2033;https://www.sociolla.com/178-moisturizer?page=22;;https://www.sociolla.com/face-oil/48501-jojoba-100-oil;essenHerb;Jojoba 100 Oil;Jojoba 100 Oil;Rp 289.000Rp 231.200;04.08;-3;3;Yes (3);No (0);Maybe (0)
1639401236-1827;https://www.sociolla.com/178-moisturizer?page=37;;https://www.sociolla.com/face-cream-lotion/54996-lng-perfect-renew-youth-emulsion-100ml-ol21;Laneige;LNG Perfect Renew Youth Emulsion 100ml (OL21);LNG Perfect Renew Youth Emulsion 100ml (OL21);Rp 610.000Rp 403.500;null;null;null;null;null;null
1639402285-1975;https://www.sociolla.com/178-moisturizer?page=27;;https://www.sociolla.com/face-cream-lotion/10401-skin-conditioner;Cezanne;Skin Conditioner;Skin Conditioner;Rp219.000;04.06;-39;33;Yes (26);No (6);Maybe (7)
1639404332-2261;https://www.sociolla.com/178-moisturizer?page=8;;https://www.sociolla.com/face-gel/13747-aloe-ha;Rose All Day;Aloe-Ha;Aloe-Ha;Rp 119.000Rp 83.300;04.06;-103;93;Yes (69);No (8);Maybe (26)
1639404844-2337;https://www.sociolla.com/178-moisturizer?page=3;;https://www.sociolla.com/face-cream-lotion/28502-prep-cicaronic-soothing-cream;SNP;PREP Cicaronic Soothing Cream;PREP Cicaronic Soothing Cream;Rp 180.000Rp 162.000;04.06;-82;74;Yes (58);No (9);Maybe (15)
1639402103-1949;https://www.sociolla.com/178-moisturizer?page=28;;https://www.sociolla.com/face-oil/14882-sea-buckthorn-elixir;Skin Dewi;Sea Buckthorn Elixir;Sea Buckthorn Elixir;Rp 385.000 - Rp 1.485.000;04.03;-2;1;Yes (1);No (0);Maybe (1)
1639401679-1891;https://www.sociolla.com/178-moisturizer?page=32;;https://www.sociolla.com/moisturizer/9593-oil-free-ultra-moisturizing-lotion-with-birch-sap;COSRX;Oil Free Ultra Moisturizing Lotion (with Birch Sap);Oil Free Ultra Moisturizing Lotion (with Birch Sap);Rp 285.000Rp 199.500;04.05;(3k);2718;Yes (2,1k);No (279);Maybe (642)
1639404360-2265;https://www.sociolla.com/178-moisturizer?page=8;;https://www.sociolla.com/face-oil/11413-certified-organic-rosehip-oil;TRILOGY;Certified Organic Rosehip Oil;Certified Organic Rosehip Oil;Rp350.000;04.03;-225;208;Yes (146);No (23);Maybe (56)
1639404832-2335;https://www.sociolla.com/178-moisturizer?page=3;;https://www.sociolla.com/face-cream-lotion/13990-sensitive-facial-moisturiser;Sukin;Sensitive Facial Moisturiser;Sensitive Facial Moisturiser;Rp 155.000Rp 108.500;04.04;-153;124;Yes (93);No (23);Maybe (37)
1639403826-2185;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-cream-lotion/4375-moist-in-a-bottle-moisturizer;Emina;Moist In A Bottle Moisturizer;Moist In A Bottle Moisturizer;Rp29.000;04.03;(1,1k);887;Yes (502);No (256);Maybe (310)
1639401204-1821;https://www.sociolla.com/178-moisturizer?page=37;;https://www.sociolla.com/face-mist/9444-face-mist;Rollover Reaction;Face Mist;Face Mist;Rp125.000;04.02;-83;70;Yes (45);No (15);Maybe (23)
1639403322-2114;https://www.sociolla.com/178-moisturizer?page=17;;https://www.sociolla.com/face-cream-lotion/54969-lng-essential-balancing-emulsion-moisture-ol21;Laneige;LNG Essential Balancing Emulsion Moisture (OL21);LNG Essential Balancing Emulsion Moisture (OL21);Rp 566.000Rp 352.000;04.08;-3;1;Yes (3);No (0);Maybe (0)
1639404624-2303;https://www.sociolla.com/178-moisturizer?page=5;;https://www.sociolla.com/moisturizer/55440-acneact-gentle-acne-moisturizer-30g;Erha;AcneAct Gentle Acne Moisturizer;AcneAct Gentle Acne Moisturizer;Rp 112.200Rp 96.492;04.06;-40;33;Yes (24);No (0);Maybe (16)
1639400995-1786;https://www.sociolla.com/178-moisturizer?page=39;;https://www.sociolla.com/moisturizer/9789-creme-fraiche-de-beaute-mask-face-and-eye-contour-48h;Nuxe;Crème Fraîche de Beauté Mask Face and Eye Contour  (48h);Crème Fraîche de Beauté Mask Face and Eye Contour  (48h);;04.07;-4;4;Yes (3);No (0);Maybe (1)
1639404300-2256;https://www.sociolla.com/178-moisturizer?page=8;;https://www.sociolla.com/face-oil/24693-squalane-oil-100-organic-plant-derived;Everpure;Squalane Oil - Plant-Derived;Squalane Oil - Plant-Derived;Rp 121.000Rp 108.900;04.06;-31;28;Yes (24);No (0);Maybe (7)
1639402846-2047;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-cream-lotion/49842-antioxidant-night-cream;Raiku;Antioxidant Night Cream;Antioxidant Night Cream;Rp 128.000Rp 102.400;04.07;-317;312;Yes (255);No (5);Maybe (57)
1639402599-2016;https://www.sociolla.com/178-moisturizer?page=23;;https://www.sociolla.com/face-oil/47676-special-care-face-treatment-oil;Klavuu;Special Care Face Treatment Oil;Special Care Face Treatment Oil;Rp 575.000Rp 488.750;null;null;null;null;null;null
1639403661-2162;https://www.sociolla.com/178-moisturizer?page=14;;https://www.sociolla.com/face-cream-lotion/56608-vp-gentle-skin-barrier-facial-wash-and-face-moisturizer-sabun-and-pelembab-wajah;Erha;Bundling ERHA Gentle Skin Barrier Facial Wash & Face Moisturizer - Sabun & Pelembab Wajah;Bundling ERHA Gentle Skin Barrier Facial Wash & Face Moisturizer - Sabun & Pelembab Wajah;Rp 182.380Rp 153.199;04.06;-10;7;Yes (9);No (0);Maybe (1)
1639404958-2355;https://www.sociolla.com/178-moisturizer?page=2;;https://www.sociolla.com/face-oil/57403-bio-beauty-lab-luxurious-face-oil-twinpack-10-ml;Bio Beauty Lab;Bio Beauty Lab Luxurious Face Oil Twinpack - 10 ml;Bio Beauty Lab Luxurious Face Oil Twinpack - 10 ml;Rp 390.000Rp 343.200;null;null;null;null;null;null
1639403353-2119;https://www.sociolla.com/178-moisturizer?page=17;;https://www.sociolla.com/face-cream-lotion/49286-kem-duong-yuja-niacin;Some By Mi;Yuja Niacin Brightening Moisture Gel Cream;Yuja Niacin Brightening Moisture Gel Cream;Rp330.000;04.06;-79;65;Yes (55);No (7);Maybe (17)
1639404531-2290;https://www.sociolla.com/178-moisturizer?page=6;;https://www.sociolla.com/face-cream-lotion/12715-age-defy-renewal-night-cream;Safi;Age Defy Renewal Night Cream;Age Defy Renewal Night Cream;Rp 97.000 - Rp 155.000Rp 77.600 - Rp 122.450;04.04;-188;164;Yes (124);No (14);Maybe (50)
1639403541-2145;https://www.sociolla.com/178-moisturizer?page=15;;https://www.sociolla.com/face-cream-lotion/13996-rosehip-enriching-night-cream;Sukin;Rosehip Enriching Night Cream;Rosehip Enriching Night Cream;Rp 320.000Rp 192.000;04.04;-83;66;Yes (47);No (7);Maybe (29)
1639402629-2019;https://www.sociolla.com/178-moisturizer?page=23;;https://www.sociolla.com/face-cream-lotion/53066-bright-boost-overnight-cream-50gr;Neutrogena;Bright Boost Overnight Cream 50gr;Bright Boost Overnight Cream 50gr;Rp 339.000Rp 288.150;05.00;-1;0;Yes (1);No (0);Maybe (0)
1639403919-2198;https://www.sociolla.com/178-moisturizer?page=12;;https://www.sociolla.com/face-oil/57374-antioxidant-facial-oil;True To Skin;Antioxidant Facial Oil;Antioxidant Facial Oil;Rp119.000;04.07;-56;44;Yes (43);No (0);Maybe (13)
1639403186-2094;https://www.sociolla.com/178-moisturizer?page=18;;https://www.sociolla.com/face-cream-lotion/61424-daily-light-moisturizer-exclusive-birthday-edition;Biyu;Daily Light Moisturizer - Exclusive Birthday Edition;Daily Light Moisturizer - Exclusive Birthday Edition;Rp 99.000Rp 95.040;04.09;-2;1;Yes (2);No (0);Maybe (0)
1639401620-1884;https://www.sociolla.com/178-moisturizer?page=32;;https://www.sociolla.com/face-cream-lotion/27893-night-moisturizer-c-white;Azarine;Night Moisturizer C White;Night Moisturizer C White;Rp65.000;04.08;(1,3k);966;Yes (1,2k);No (21);Maybe (120)
1639401986-1933;https://www.sociolla.com/178-moisturizer?page=29;;https://www.sociolla.com/face-cream-lotion/58428-calamansi-pore-cool-down-cream;the saem;Calamansi Pore Cool Down Cream;Calamansi Pore Cool Down Cream;Rp219.000;04.05;-1;1;Yes (0);No (0);Maybe (1)
1639403348-2118;https://www.sociolla.com/178-moisturizer?page=17;;https://www.sociolla.com/face-cream-lotion/11826-snail-bee-high-content-steam-cream;null;;null;null;null;null;null;null;null;null
1639401526-1873;https://www.sociolla.com/178-moisturizer?page=33;;https://www.sociolla.com/face-cream-lotion/27567-gel-cream;Momopuri;Gel Cream;Gel Cream;Rp 219.000Rp 164.250;04.07;-172;141;Yes (145);No (7);Maybe (20)
1639401651-1888;https://www.sociolla.com/178-moisturizer?page=32;;https://www.sociolla.com/face-cream-lotion/58148-oil-free-brightening-daily-moisturizer;Azarine;Oil Free Brightening Daily Moisturizer;Oil Free Brightening Daily Moisturizer;Rp69.000;04.09;(1,1k);941;Yes (1k);No (8);Maybe (74)
1639402531-2007;https://www.sociolla.com/178-moisturizer?page=24;;https://www.sociolla.com/face-cream-lotion/51750-brightening-pore-priming-cream;Innisfree;Brightening Pore Priming Cream;Brightening Pore Priming Cream;Rp420.000;04.07;-50;50;Yes (42);No (1);Maybe (7)
1639404740-2320;https://www.sociolla.com/178-moisturizer?page=4;;https://www.sociolla.com/face-cream-lotion/8048-renew-you-anti-aging-night-cream;Wardah;Renew You Anti Aging Night Cream;Renew You Anti Aging Night Cream;Rp 47.500 - Rp 105.000;04.05;-312;259;Yes (195);No (23);Maybe (94)
1639402033-1939;https://www.sociolla.com/178-moisturizer?page=29;;https://www.sociolla.com/face-gel/55144-cica-smoother;VT Cosmetics;Cica Smoother;Cica Smoother;Rp129.000;04.04;-4;3;Yes (1);No (0);Maybe (3)
1639404112-2227;https://www.sociolla.com/178-moisturizer?page=10;;https://www.sociolla.com/face-gel/28500-birds-nest-intensive-soothing-gel;SNP;Birds Nest  Intensive Soothing Gel;Birds Nest  Intensive Soothing Gel;Rp 100.000Rp 85.000;04.07;-215;205;Yes (160);No (7);Maybe (48)
1639404892-2345;https://www.sociolla.com/178-moisturizer?page=3;;https://www.sociolla.com/face-gel/16135-crystallure-superme-advance-hydra-gel;Wardah;Crystallure Superme Advance Hydra Gel;Crystallure Superme Advance Hydra Gel;Rp220.000;04.06;-41;32;Yes (32);No (4);Maybe (5)
1639401856-1915;https://www.sociolla.com/178-moisturizer?page=30;;https://www.sociolla.com/face-cream-lotion/16643-vitamin-c-moisturising-lotion;TRILOGY;Vitamin C Moisturising Lotion;Vitamin C Moisturising Lotion;Rp650.000;04.00;-6;5;Yes (5);No (1);Maybe (0)
1639403442-2131;https://www.sociolla.com/178-moisturizer?page=16;;https://www.sociolla.com/face-cream-lotion/56686-skin-oasis-overnight-mask;NOOLA;Skin Oasis Overnight Mask;Skin Oasis Overnight Mask;Rp99.000;04.06;-32;29;Yes (23);No (0);Maybe (9)
1639401440-1860;https://www.sociolla.com/178-moisturizer?page=34;;https://www.sociolla.com/face-gel/14455-beauty-gel;Son&Park;Beauty Gel;Beauty Gel;Rp 490.000Rp 343.000;04.05;-56;52;Yes (42);No (4);Maybe (10)
1639404126-2229;https://www.sociolla.com/178-moisturizer?page=10;;https://www.sociolla.com/face-gel/56596-all-rounder-gel-cream-moisturizer;Hale;All Rounder Gel Cream Moisturizer;All Rounder Gel Cream Moisturizer;Rp129.000;04.06;-69;57;Yes (50);No (3);Maybe (16)
1639401462-1864;https://www.sociolla.com/178-moisturizer?page=34;;https://www.sociolla.com/face-cream-lotion/15623-the-aesthe-youth-emulsion;AHC;The Aesthe Youth Emulsion;The Aesthe Youth Emulsion;Rp 409.000Rp 286.300;04.09;-8;5;Yes (8);No (0);Maybe (0)
1639402162-1958;https://www.sociolla.com/178-moisturizer?page=28;;https://www.sociolla.com/face-cream-lotion/54977-lng-essential-balancing-emulsion-light-ol21;Laneige;LNG Essential Balancing Emulsion Light (OL21);LNG Essential Balancing Emulsion Light (OL21);Rp 566.000Rp 352.000;null;null;null;null;null;null
